id,name,reviews,rating,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,cuisines,diets,dining_options,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5
12527182,The Ivy City Garden,1248,4.0,$$ - $$$,False,51.51671,-0.082569,False,False,British,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",43,90,121,281,713
8802890,The Goat Tavern,198,4.5,$$ - $$$,False,51.508865,-0.141265,False,False,"Bar, British, Pub","Vegetarian friendly, Gluten free options","Reservations, Seating, Parking Available, Street Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Family style, Sports bars",11,4,17,53,113
32796367,Row On 5,8,5.0,$$$$,False,51.510605,-0.1397,False,False,British,,,0,0,0,0,8
776287,The Ivy,7427,4.0,$$$$,False,51.512833,-0.128076,False,False,"European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service",303,420,891,1803,4010
11856169,Bar Douro London Bridge,302,4.5,$$ - $$$,False,51.504406,-0.095385,False,False,Portuguese,"Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",8,12,18,76,188
7345750,Sky Pod Bar,2506,4.5,$$ - $$$,False,51.511192,-0.083558,False,False,"Bar, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",71,77,137,432,1788
28254969,Elaine's London,90,5.0,$$ - $$$,False,51.515995,-0.119731,False,False,American,Vegetarian friendly,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service",0,0,1,9,81
719681,Le Cafe du Marche,458,4.0,$$ - $$$,False,51.520596,-0.100708,False,False,"French, European, Contemporary","Vegetarian friendly, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music, Jazz Bar",10,21,40,166,221
13831655,Avanti Chiswick,140,4.5,$$ - $$$,True,51.496357,-0.255952,True,True,"Italian, Mediterranean, European, Catalan","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service",5,6,10,24,95
13377811,The Piano Works - Covent Garden,479,4.0,$$ - $$$,False,51.51535,-0.122341,False,False,"Bar, British, Fusion",Vegetarian friendly,"Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, Live Music, Gift Cards Available",73,35,43,47,281
26318360,La Mia Mamma,525,4.0,$$ - $$$,False,51.486076,-0.172162,False,False,"Italian, Mediterranean, European, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service",58,30,27,51,359
2011025,Bella Italia South Kensington,1178,4.0,$$ - $$$,False,51.49308,-0.176563,True,False,"Italian, Pizza, Mediterranean, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Table Service",75,59,114,201,729
10464803,Flat Iron Shoreditch,731,4.5,$$ - $$$,False,51.524963,-0.0804,False,False,"Steakhouse, British",Gluten free options,"Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",15,12,29,137,538
5247729,Afternoon Tea At The Montague On The Gardens,300,4.5,$$ - $$$,False,51.520283,-0.125565,False,False,Cafe,"Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Dog Friendly, Family style, Non-smoking restaurants",4,14,18,64,200
2430068,La Petite Auberge,649,4.5,$$ - $$$,False,51.53987,-0.1025,True,False,"French, European","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",16,15,63,183,373
21166383,Cento Alla Torre,452,4.5,$$ - $$$,False,51.51018,-0.075285,False,False,"Italian, Pizza","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants",10,11,9,58,365
20314320,"OXO Tower Restaurant, Bar and Brasserie",10091,4.5,$$$$,False,51.50845,-0.108266,False,False,"Bar, European, British, Contemporary, Wine Bar","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",240,431,1120,2992,5309
1128067,Pierino,1411,4.5,$$ - $$$,False,51.49508,-0.173977,False,False,"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Tuscan, Sicilian, Central-Italian, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",48,44,121,464,734
13078857,Smoking Goat Shoreditch,420,4.0,$$ - $$$,False,51.524254,-0.076996,False,False,"Asian, Thai","Vegetarian friendly, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service",28,52,56,94,190
720192,Ognisko Restaurant,888,4.5,$$ - $$$,False,51.499077,-0.173974,False,False,Polish,"Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",23,23,56,220,566
7098149,Canada Water Cafe,658,4.5,$$ - $$$,False,51.49876,-0.049143,True,False,"Italian, Pizza","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",30,35,49,120,424
23894841,Bar + Block Steakhouse London Hammersmith,273,4.5,$$ - $$$,False,51.493782,-0.223736,False,False,"Steakhouse, Bar, British, Contemporary",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",18,12,11,28,204
23379261,The Cadogan Arms,109,4.0,$$ - $$$,False,51.486008,-0.17294,False,False,"Bar, British, Pub",,"Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",9,13,12,6,69
24106101,Uzumaki London,630,5.0,$$ - $$$,False,51.517544,-0.129239,False,False,"Japanese, Asian, Healthy, Japanese Fusion","Vegetarian friendly, Vegan options","Reservations, Seating, Street Parking, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants",4,0,10,50,571
2507971,Greencoat Boy,350,4.5,$$ - $$$,True,51.496414,-0.135764,False,False,"Bar, British, Pub",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style",20,10,24,72,224
6459347,Verdi - Italian Kitchen,1861,4.5,$$ - $$$,False,51.500748,-0.177405,False,False,"Italian, Pizza, Sicilian, Southern-Italian","Vegetarian friendly, Vegan options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",47,95,170,462,1087
28587612,Lucky Cat Bishopsgate By Gordon Ramsay,43,4.0,,False,51.514427,-0.082977,False,False,,,"Seating, Table Service",1,5,13,4,24
25152456,Chop Chop,429,5.0,$$ - $$$,False,51.51146,-0.128948,False,True,"Chinese, Asian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Table Service, Non-smoking restaurants",5,1,4,21,398
15613802,Comptoir Libanais London Bridge,454,4.5,$$ - $$$,False,51.504696,-0.083912,True,False,"Lebanese, Mediterranean, Middle Eastern","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",29,20,25,49,331
8799555,The Bike Shed,754,4.5,$$ - $$$,False,51.527115,-0.078876,False,False,"American, Bar, British","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",16,26,56,179,477
32769668,Buddha Taste,7,5.0,$$ - $$$,True,51.4676,0.007758,False,True,"Chinese, Japanese, Korean, Fusion, Vietnamese",,"Takeout, Reservations, Outdoor Seating, Seating, Mastercard, Visa, Free Wifi, Accepts Credit Cards, BYOB, Dog Friendly, Family style, Non-smoking restaurants",0,0,0,1,6
734082,Il Bordello,1024,4.5,$$ - $$$,False,51.506615,-0.052638,True,False,"Italian, Pizza, Mediterranean, European","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Accepts Credit Cards, Table Service, Family style, Gift Cards Available",48,43,72,220,641
2087849,Riding House Fitzrovia,1563,4.0,$$ - $$$,False,51.518314,-0.140572,False,False,"European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",97,163,226,487,590
8784793,The Ivy Kensington Brasserie,1914,4.0,$$ - $$$,False,51.501488,-0.192334,False,False,British,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",133,149,243,475,914
4912516,The Library at County Hall,1493,4.5,$$ - $$$,False,51.501575,-0.119523,False,True,"Cafe, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",25,38,69,158,1203
10771430,Monmouth Kitchen,1958,4.5,$$ - $$$,False,51.514076,-0.127036,False,False,"Italian, Peruvian, Mediterranean, European","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music",30,41,92,302,1493
737357,The Portrait Restaurant By Richard Corrigan ,114,4.5,$$ - $$$,False,51.509224,-0.12759,False,False,"European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",3,4,11,20,76
2012801,The Ship - Wandsworth,572,4.0,$$ - $$$,False,51.463654,-0.188055,False,False,"Bar, British, Pub, Gastropub",Vegetarian friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",53,40,56,154,269
8802687,Grounded,409,4.5,$$ - $$$,False,51.516373,-0.069304,False,False,"Cafe, British, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Seating, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",21,12,13,76,287
8803043,German Gymnasium Grand Café & Restaurant,3089,4.0,$$ - $$$,False,51.53242,-0.125268,False,False,"German, Austrian, European, Contemporary, Central European","Vegetarian friendly, Gluten free options","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",140,193,427,862,1468
1007175,St. John,1217,4.0,$$ - $$$,False,51.52047,-0.101481,False,False,"European, British",Gluten free options,"Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",61,97,154,324,581
25948117,Faros Oxford Circus,211,5.0,$$ - $$$,True,51.516567,-0.140969,False,False,Italian,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants",1,1,3,12,194
14766290,Barge East Restaurant,865,4.5,$$ - $$$,False,51.542187,-0.021024,False,False,British,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Live Music, Waterfront, Dog Friendly, Gift Cards Available",23,16,27,58,741
2570383,Cafe In The Crypt,2461,4.0,$,False,51.509037,-0.126735,False,False,"Cafe, British, Grill, Gastropub","Vegetarian friendly, Vegan options, Gluten free options","Buffet, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Live Music, Jazz Bar",78,115,312,1074,882
23583991,Luciano By Gino D'Acampo,615,4.0,$$ - $$$,False,51.512157,-0.11859,False,False,"Italian, Steakhouse, Contemporary, Neapolitan, Campania, Sicilian, Southern-Italian",Gluten free options,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants, Gift Cards Available",69,60,82,53,351
2158627,The Blackfriar,1491,4.0,$$ - $$$,False,51.51213,-0.10371,False,False,"Bar, British, Pub",Vegetarian friendly,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Gift Cards Available",62,50,119,546,714
7744413,Darwin Brasserie,8460,4.5,$$ - $$$,False,51.511185,-0.083557,False,False,"European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music",232,333,662,1730,5506
28506004,Kitty Hawk Rooftop Bar & Restaurant,39,5.0,$$ - $$$,False,51.509315,-0.126847,False,False,British,,"Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Discover, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants",0,1,1,0,37
7595256,Fenchurch Restaurant,1695,4.5,$$$$,False,51.511215,-0.08355,True,False,"European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",76,88,161,349,1021
24911719,The Print House at Jim & Tonic East,107,4.0,$$ - $$$,False,51.53238,-0.008933,False,False,"Pizza, Cafe, European",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service, Live Music, Dog Friendly",13,12,5,15,62
3407421,"The Red Lion, Parliament Street",1673,4.0,$$ - $$$,False,51.502056,-0.125642,False,False,"Bar, British, Pub, Gastropub",Vegetarian friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Discover, Accepts Credit Cards, Table Service",118,48,179,664,664
10441937,Delamina EAST,465,4.5,$$ - $$$,False,51.52119,-0.07554,True,False,"Mediterranean, Healthy, Middle Eastern, Israeli","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Private Dining, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Discover, Accepts Credit Cards, Table Service",7,9,22,93,334
734246,El Pirata of Mayfair,1066,4.5,$$ - $$$,False,51.505146,-0.148217,True,False,"Mediterranean, European, Spanish","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Mastercard, Visa, Accepts Credit Cards, Table Service",28,37,100,351,550
21270387,Fallow St James's,506,4.0,$$ - $$$,False,51.50941,-0.132784,False,False,British,"Vegetarian friendly, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",33,38,54,66,316
23958433,Tattu London,2221,4.5,$$$$,False,51.515617,-0.129925,False,True,"Chinese, Asian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",54,46,51,140,1930
4043043,Candella,237,4.5,$$ - $$$,False,51.50408,-0.191919,False,False,"Cafe, British","Vegetarian friendly, Vegan options","Reservations, Seating, Mastercard, Visa, Table Service",16,5,18,42,156
11899102,Bar + Block Steakhouse London Kings Cross,1508,4.5,$$ - $$$,False,51.531868,-0.122159,False,False,"Steakhouse, Grill","Vegetarian friendly, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",69,77,95,239,1028
2455103,Fitzrovia,250,4.5,$$ - $$$,True,51.5198,-0.134695,False,False,"Bar, British, Pub","Vegetarian friendly, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Family style, Sports bars",10,10,14,40,176
26559448,The India 3 - Best of the City,313,5.0,$$ - $$$,False,51.51034,-0.083409,False,True,Indian,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service",1,6,6,31,269
2086898,Mango Indian,616,4.5,$$ - $$$,False,51.505028,-0.092887,False,False,"Indian, Asian","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Street Parking, Free off-street parking, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",31,18,40,143,384
8572621,Cacio & Pepe,536,4.5,$$ - $$$,False,51.491188,-0.139249,False,False,"Italian, Mediterranean, European, Romana, Lazio, Central-Italian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",12,17,39,127,341
1146674,Ciao Bella Restaurant,1447,4.0,$$ - $$$,False,51.52293,-0.11913,False,False,"Italian, Pizza, Mediterranean, European","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music",70,64,133,431,749
1017654,Palm Court Brasserie,3102,4.5,$$ - $$$,False,51.51184,-0.1242,False,False,"French, European, Contemporary","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",65,106,222,884,1825
2484466,Forty Dean Street,728,4.0,$$ - $$$,True,51.51335,-0.132207,False,True,Italian,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",58,46,66,220,338
26846478,Jamie Oliver Catherine St,212,4.0,$$ - $$$,False,51.512615,-0.120114,False,False,"Italian, British",Vegetarian friendly,"Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Non-smoking restaurants",15,40,30,25,103
19260282,Bustronome London,522,5.0,$$$$,False,51.50806,-0.12141,False,True,"French, European, British, Contemporary, Fusion, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Wine and Beer, Mastercard, Visa, Accepts Credit Cards, Table Service, Gift Cards Available",6,2,9,34,472
17415315,BOKAN 38 Bar,196,4.0,$$ - $$$,False,51.501186,-0.023297,False,False,"Bar, European, British",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",19,18,9,20,130
719710,Lemonia Greek,1108,4.0,$$ - $$$,False,51.541645,-0.156916,False,False,"Mediterranean, Greek","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",53,74,126,359,496
2013914,Opera Tavern,1298,4.5,$$ - $$$,False,51.51258,-0.120274,False,False,"Mediterranean, European, Spanish, Catalan","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",31,41,128,375,723
11836064,Smokestak,876,4.5,$$ - $$$,False,51.523746,-0.072912,False,False,Barbecue,Gluten free options,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",40,46,78,172,540
6440274,Bill's London Bridge,1273,4.0,$$ - $$$,False,51.50697,-0.091532,False,False,British,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Gift Cards Available",60,72,125,307,712
1791579,Trullo,671,4.0,$$ - $$$,False,51.546246,-0.101685,False,False,"Italian, European","Vegetarian friendly, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",24,59,75,170,343
12670367,The Ivy Tower Bridge,2024,3.5,$$ - $$$,False,51.504078,-0.07692,False,False,"French, European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",241,249,278,382,874
3459539,Cicchetti,3885,4.5,$$ - $$$,False,51.509468,-0.135013,True,False,"Italian, Sicilian, Northern-Italian, Central-Italian, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",173,172,296,910,2334
2218653,Sen Viet,724,4.5,$,False,51.529163,-0.11584,False,False,"Asian, Vietnamese, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Table Service",18,22,36,216,432
8664153,The Italian Greyhound,672,4.5,$$ - $$$,False,51.514416,-0.161126,False,False,"Italian, Sicilian, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",16,24,58,167,407
