id,alias,name,website,latitude,longitude,business_page_link,categories,rating,review_count,price_range,photo,photos_page_link,phone,country,neighborhoods,yelp_guaranteed,address,owner_name,owner_biography,operation_hours,menu_url,yelp_menu
yJ3w3bBYcZMHUJVlTE9IlA,the-nest-london-3,The Nest,https://www.treehousehotels.com/london/eat-drink/nest,51.5178761,-0.1425349,https://yelp.co.uk/biz/the-nest-london-3,"[{'title': 'Lounges', 'url': 'https://yelp.co.uk/search?find_desc=Lounges&find_loc=London'}, {'title': 'Cocktail Bars', 'url': 'https://yelp.co.uk/search?find_desc=Cocktail+Bars&find_loc=London'}]",4.0,8,,https://s3-media0.fl.yelpcdn.com/bphoto/Eh1ldr8dhIBlFPhm-pV-sg/348s.jpg,https://yelp.co.uk/biz_photos/yJ3w3bBYcZMHUJVlTE9IlA,442039884271.0,GB,['Fitzrovia'],False,"14-15 Langham Place
Treehouse London
London W1B 2QS",,,"[{'day_of_week': 'Mon', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['12:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 1:00 AM (Next day)']}]",,
P-rfOUO0-N4f0S-fT5zgUA,the-luggage-room-london,The Luggage Room,http://luggageroom.co.uk/,51.5124557850437,-0.150762564868705,https://yelp.co.uk/biz/the-luggage-room-london,"[{'title': 'Cocktail Bars', 'url': 'https://yelp.co.uk/search?find_desc=Cocktail+Bars&find_loc=London'}]",4.5,33,£££,https://s3-media0.fl.yelpcdn.com/bphoto/Sg0PLf86VGxMJDKmy33omQ/348s.jpg,https://yelp.co.uk/biz_photos/P-rfOUO0-N4f0S-fT5zgUA,,GB,['Mayfair'],False,"Grosvenor Square
London W1K 6JP",,,"[{'day_of_week': 'Mon', 'hours': ['5:00 PM - 2:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 2:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['5:00 PM - 2:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 2:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['5:00 PM - 2:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 2:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['5:00 PM - 2:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 2:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['5:00 PM - 2:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 2:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['5:00 PM - 2:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 2:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['Closed'], 'regular_hours': ['Closed']}]",,
_rBIXmSQ4PpRfikBh1YE9Q,bedroom-bar-london,Bedroom Bar,https://www.bedroom-bar.co.uk,51.5260793,-0.0797089,https://yelp.co.uk/biz/bedroom-bar-london,"[{'title': 'Cocktail Bars', 'url': 'https://yelp.co.uk/search?find_desc=Cocktail+Bars&find_loc=London'}, {'title': 'Music Venues', 'url': 'https://yelp.co.uk/search?find_desc=Music+Venues&find_loc=London'}]",3.5,24,££,https://s3-media0.fl.yelpcdn.com/bphoto/YvdszaAJ6qxo9lmxFc0p5A/348s.jpg,https://yelp.co.uk/biz_photos/_rBIXmSQ4PpRfikBh1YE9Q,442077395706.0,GB,['Hoxton'],False,"68 Rivington Street
London EC2A 3AY",,,"[{'day_of_week': 'Mon', 'hours': ['4:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['4:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['4:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['4:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['4:00 PM - 3:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 3:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['4:00 PM - 3:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 3:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['4:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 1:00 AM (Next day)']}]",https://www.bedroom-bar.co.uk/menu,
EV8xkxnI7lIYP3IjoWs6Ig,fox-and-pheasant-london,Fox & Pheasant,https://www.thefoxandpheasant.com,51.4818469,-0.1875049,https://yelp.co.uk/biz/fox-and-pheasant-london,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}]",4.8,12,£,https://s3-media0.fl.yelpcdn.com/bphoto/f3ANylva8hz6cVwxvzdZeQ/348s.jpg,https://yelp.co.uk/biz_photos/EV8xkxnI7lIYP3IjoWs6Ig,442073522943.0,GB,['West Brompton'],False,"1 Billing Road
London SW10 9UJ",,,"[{'day_of_week': 'Mon', 'hours': ['4:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['4:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['12:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['12:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['12:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['12:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['12:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['10:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['10:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['12:00 PM - 11:00 PM'], 'regular_hours': ['12:00 PM - 11:00 PM']}]",,
LTpzrsh2EQ2l9X5hIR3DCA,old-bank-of-england-london,Old Bank of England,https://www.oldbankofengland.co.uk,51.5139395,-0.1115203,https://yelp.co.uk/biz/old-bank-of-england-london,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}]",3.8,71,££,https://s3-media0.fl.yelpcdn.com/bphoto/FEKHequSXti7_JzXodNArw/348s.jpg,https://yelp.co.uk/biz_photos/LTpzrsh2EQ2l9X5hIR3DCA,442074302255.0,GB,['Holborn'],False,"194 Fleet Street
London EC4A 2LT",,,"[{'day_of_week': 'Mon', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Tue', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Wed', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Thu', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Fri', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Sat', 'hours': ['12:00 PM - 9:00 PM'], 'regular_hours': ['12:00 PM - 9:00 PM']}, {'day_of_week': 'Sun', 'hours': ['Closed'], 'regular_hours': ['Closed']}]",,
OhOh_RM0sO_cMnZhxr76jA,seymours-parlour-london,Seymour’s Parlour,http://www.thezettertownhouse.com/marylebone/bar,51.5148777,-0.15854,https://yelp.co.uk/biz/seymours-parlour-london,"[{'title': 'Cocktail Bars', 'url': 'https://yelp.co.uk/search?find_desc=Cocktail+Bars&find_loc=London'}]",4.5,19,££,https://s3-media0.fl.yelpcdn.com/bphoto/dNstUPd3PHdpjG2hqmuBsw/348s.jpg,https://yelp.co.uk/biz_photos/OhOh_RM0sO_cMnZhxr76jA,442073244555.0,GB,['Marylebone'],False,"28-30 Seymour Street
London W1H 7JB",Melanie O.,,"[{'day_of_week': 'Mon', 'hours': ['7:00 AM - 10:00 PM'], 'regular_hours': ['7:00 AM - 10:00 PM']}, {'day_of_week': 'Tue', 'hours': ['7:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['7:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['7:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['7:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['7:00 AM - 1:00 AM (Next day)'], 'regular_hours': ['7:00 AM - 1:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['7:00 AM - 1:00 AM (Next day)'], 'regular_hours': ['7:00 AM - 1:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['7:00 AM - 1:00 AM (Next day)'], 'regular_hours': ['7:00 AM - 1:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['7:00 AM - 10:00 PM'], 'regular_hours': ['7:00 AM - 10:00 PM']}]",,
6cAwQ2mjHs8s0fe66NVB_g,fifty-five-bar-london-2,Fifty Five Bar,http://www.fiftyfivebar.co.uk,51.540154508325,-0.14562074091059,https://yelp.co.uk/biz/fifty-five-bar-london-2,"[{'title': 'Lounges', 'url': 'https://yelp.co.uk/search?find_desc=Lounges&find_loc=London'}]",4.0,68,££,https://s3-media0.fl.yelpcdn.com/bphoto/q1aFROS2XkoBE6TfsLDVMQ/348s.jpg,https://yelp.co.uk/biz_photos/6cAwQ2mjHs8s0fe66NVB_g,442074249054.0,GB,['Camden Town'],False,"31 Jamestown Road
London NW1 7DB",,,"[{'day_of_week': 'Mon', 'hours': ['5:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['5:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['5:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['5:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['5:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['1:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['1:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['1:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['1:00 PM - 12:00 AM (Next day)']}]",,
UMJxTGTSShg2u1FFwZBWAQ,the-book-club-london,The Book Club,http://www.wearetbc.com,51.5244824,-0.0816163,https://yelp.co.uk/biz/the-book-club-london,"[{'title': 'Venues & Event Spaces', 'url': 'https://yelp.co.uk/search?find_desc=Venues+%26+Event+Spaces&find_loc=London'}, {'title': 'Cafes', 'url': 'https://yelp.co.uk/search?find_desc=Cafes&find_loc=London'}, {'title': 'Cocktail Bars', 'url': 'https://yelp.co.uk/search?find_desc=Cocktail+Bars&find_loc=London'}]",3.7,128,££,https://s3-media0.fl.yelpcdn.com/bphoto/PZE3JkgFadvzPl82BNBnYw/348s.jpg,https://yelp.co.uk/biz_photos/UMJxTGTSShg2u1FFwZBWAQ,442076848618.0,GB,['Liverpool Street / Broadgate'],False,"100 Leonard Street
London EC2A 4RH",,,"[{'day_of_week': 'Mon', 'hours': ['8:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['8:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['8:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['8:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['8:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['8:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['8:00 AM - 2:00 AM (Next day)'], 'regular_hours': ['8:00 AM - 2:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['8:00 AM - 2:00 AM (Next day)'], 'regular_hours': ['8:00 AM - 2:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['10:00 AM - 2:00 AM (Next day)'], 'regular_hours': ['10:00 AM - 2:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['10:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['10:00 AM - 12:00 AM (Next day)']}]",http://www.wearetbc.com/food-drink,
hGiblm0l67sLGTtsMvx51A,the-churchill-arms-london,The Churchill Arms,http://churchillarmskensington.co.uk,51.5069295,-0.1947991,https://yelp.co.uk/biz/the-churchill-arms-london,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}, {'title': 'Thai', 'url': 'https://yelp.co.uk/search?find_desc=Thai&find_loc=London'}]",4.0,442,££,https://s3-media0.fl.yelpcdn.com/bphoto/Jrf74oMz3B7bSaOVMMaC7w/348s.jpg,https://yelp.co.uk/biz_photos/hGiblm0l67sLGTtsMvx51A,442077274242.0,GB,['Notting Hill'],False,"119 Kensington Church Street
London W8 7LN",,,"[{'day_of_week': 'Mon', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Tue', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Wed', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Thu', 'hours': ['11:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['11:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['11:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['11:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['11:00 AM - 12:00 AM (Next day)'], 'regular_hours': ['11:00 AM - 12:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['12:00 PM - 10:30 PM'], 'regular_hours': ['12:00 PM - 10:30 PM']}]",,
gpOVjr6Q1PjeUMl8HTMqrQ,cleveland-arms-london,Cleveland Arms,http://www.theclevelandarms.com,51.5148738,-0.18098,https://yelp.co.uk/biz/cleveland-arms-london,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}]",4.9,17,££,https://s3-media0.fl.yelpcdn.com/bphoto/-pr8qYvCYjQ2J8kN0ovbig/348s.jpg,https://yelp.co.uk/biz_photos/gpOVjr6Q1PjeUMl8HTMqrQ,442077061759.0,GB,['Bayswater'],False,"28 Chilworth Street
Paddington
London W2 6DT",Maria T.,"A small dedicated management team working closely with the local community. Bespoke selection of beers, wine, cocktails and food.","[{'day_of_week': 'Mon', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Tue', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Wed', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Thu', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Fri', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Sat', 'hours': ['11:00 AM - 11:30 PM'], 'regular_hours': ['11:00 AM - 11:30 PM']}, {'day_of_week': 'Sun', 'hours': ['12:00 PM - 10:30 PM'], 'regular_hours': ['12:00 PM - 10:30 PM']}]",,
_abTj0y321OwKVLx5X1LUw,elephants-head-london,Elephants Head,,51.5407487,-0.1439448,https://yelp.co.uk/biz/elephants-head-london,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}]",3.5,62,££,https://s3-media0.fl.yelpcdn.com/bphoto/Dp6nzz3sP8JB_0TKDoqdGg/348s.jpg,https://yelp.co.uk/biz_photos/_abTj0y321OwKVLx5X1LUw,442074853130.0,GB,['Camden Town'],False,"224 Camden High Street
London NW1 8QR",,,"[{'day_of_week': 'Mon', 'hours': ['9:00 AM - 1:30 AM (Next day)'], 'regular_hours': ['9:00 AM - 1:30 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['9:00 AM - 1:30 AM (Next day)'], 'regular_hours': ['9:00 AM - 1:30 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['9:00 AM - 1:30 AM (Next day)'], 'regular_hours': ['9:00 AM - 1:30 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['9:00 AM - 1:30 AM (Next day)'], 'regular_hours': ['9:00 AM - 1:30 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['9:00 AM - 2:00 AM (Next day)'], 'regular_hours': ['9:00 AM - 2:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['9:00 AM - 2:00 AM (Next day)'], 'regular_hours': ['9:00 AM - 2:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['9:00 AM - 2:00 AM (Next day)'], 'regular_hours': ['9:00 AM - 2:00 AM (Next day)']}]",,
FzrRg1-nCAW2R0KJBdDCFA,the-cock-and-bottle-london-2,The Cock & Bottle,http://www.cockandbottlew11.com,51.515413,-0.197582,https://yelp.co.uk/biz/the-cock-and-bottle-london-2,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}]",4.6,25,££,https://s3-media0.fl.yelpcdn.com/bphoto/EfupRfx8P-HHjYxDtg-Ddw/348s.jpg,https://yelp.co.uk/biz_photos/FzrRg1-nCAW2R0KJBdDCFA,442072291550.0,GB,['Notting Hill'],False,"17 Needham Road
London W11 2RP",Zee L.,I began work here in 2015 during the refurb. It is a stunning classic and traditional pub with original features & a great feel. It's very important that we retain that as pubs like this are few and far between these days. Our eclectic and colourful customers make this place the fantastic pub it is. I hope to be her for many years to come!,"[{'day_of_week': 'Mon', 'hours': ['12:00 PM - 11:00 PM'], 'regular_hours': ['12:00 PM - 11:00 PM']}, {'day_of_week': 'Tue', 'hours': ['12:00 PM - 11:00 PM'], 'regular_hours': ['12:00 PM - 11:00 PM']}, {'day_of_week': 'Wed', 'hours': ['12:00 PM - 11:00 PM'], 'regular_hours': ['12:00 PM - 11:00 PM']}, {'day_of_week': 'Thu', 'hours': ['12:00 PM - 11:00 PM'], 'regular_hours': ['12:00 PM - 11:00 PM']}, {'day_of_week': 'Fri', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Sat', 'hours': ['12:00 PM - 11:30 PM'], 'regular_hours': ['12:00 PM - 11:30 PM']}, {'day_of_week': 'Sun', 'hours': ['12:00 PM - 10:30 PM'], 'regular_hours': ['12:00 PM - 10:30 PM']}]",,
_KHr_QRAn5-czkDkonAdhA,the-social-london,The Social,http://www.thesocial.com,51.5174107,-0.1408639,https://yelp.co.uk/biz/the-social-london,"[{'title': 'Bars', 'url': 'https://yelp.co.uk/search?find_desc=Bars&find_loc=London'}, {'title': 'Clubs', 'url': 'https://yelp.co.uk/search?find_desc=Clubs&find_loc=London'}, {'title': 'Music Venues', 'url': 'https://yelp.co.uk/search?find_desc=Music+Venues&find_loc=London'}]",4.0,61,££,https://s3-media0.fl.yelpcdn.com/bphoto/TyHo4eoK8A6tPB67kBR7Dg/348s.jpg,https://yelp.co.uk/biz_photos/_KHr_QRAn5-czkDkonAdhA,442076364992.0,GB,['Fitzrovia'],False,"5 Little Portland Street
London W1W 7JD",,,"[{'day_of_week': 'Mon', 'hours': ['3:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['3:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['3:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['3:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['3:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['3:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['3:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['3:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['12:30 PM - 1:00 AM (Next day)'], 'regular_hours': ['12:30 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['6:00 PM - 1:00 AM (Next day)'], 'regular_hours': ['6:00 PM - 1:00 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['Closed'], 'regular_hours': ['Closed']}]",,
E_x4vtkQek-dJ7j19ON7ZA,basement-sate-london,Basement Sate,http://www.basementsate.com/,51.51405190000001,-0.1348191,https://yelp.co.uk/biz/basement-sate-london,"[{'title': 'Cocktail Bars', 'url': 'https://yelp.co.uk/search?find_desc=Cocktail+Bars&find_loc=London'}, {'title': 'Desserts', 'url': 'https://yelp.co.uk/search?find_desc=Desserts&find_loc=London'}]",4.1,36,££,https://s3-media0.fl.yelpcdn.com/bphoto/zXRFkDukplrij2czrZLHRQ/348s.jpg,https://yelp.co.uk/biz_photos/E_x4vtkQek-dJ7j19ON7ZA,442072873412.0,GB,['Soho'],False,"8 Broadwick Street
London W1F 8HN",Byly T.,,"[{'day_of_week': 'Mon', 'hours': ['6:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['6:00 PM - 12:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['6:00 PM - 1:30 AM (Next day)'], 'regular_hours': ['6:00 PM - 1:30 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['6:00 PM - 1:30 AM (Next day)'], 'regular_hours': ['6:00 PM - 1:30 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['6:00 PM - 1:30 AM (Next day)'], 'regular_hours': ['6:00 PM - 1:30 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['6:00 PM - 1:30 AM (Next day)'], 'regular_hours': ['6:00 PM - 1:30 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['6:00 PM - 1:30 AM (Next day)'], 'regular_hours': ['6:00 PM - 1:30 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['7:00 PM - 12:00 AM (Next day)'], 'regular_hours': ['7:00 PM - 12:00 AM (Next day)']}]",,
teXPunKtpwj0NuttvPYhyQ,the-victoria-paddington,The Victoria,http://victoriapaddington.co.uk/,51.51350403679,-0.17119959969309,https://yelp.co.uk/biz/the-victoria-paddington,"[{'title': 'Pubs', 'url': 'https://yelp.co.uk/search?find_desc=Pubs&find_loc=London'}, {'title': 'British', 'url': 'https://yelp.co.uk/search?find_desc=British&find_loc=London'}]",4.4,318,££,https://s3-media0.fl.yelpcdn.com/bphoto/HNaH0HdaqXotyAlezx_yUw/348s.jpg,https://yelp.co.uk/biz_photos/teXPunKtpwj0NuttvPYhyQ,442077241191.0,GB,['Paddington'],False,"10a Strathearn Place
Paddington W2 2NH",Helen W.,Chris & Helen have run the Vic for the last 16 odd years...its our home too so we hope you will love it as much as we do.,"[{'day_of_week': 'Mon', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Tue', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Wed', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Thu', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Fri', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Sat', 'hours': ['11:00 AM - 11:00 PM'], 'regular_hours': ['11:00 AM - 11:00 PM']}, {'day_of_week': 'Sun', 'hours': ['12:00 PM - 10:30 PM'], 'regular_hours': ['12:00 PM - 10:30 PM']}]",http://www.victoriapaddington.co.uk/food-and-drink,
NyJNtMTRpSRYp81ObjAlgQ,the-vault-london,The Vault,http://www.thevault1894.com,51.5041106,-0.0755893,https://yelp.co.uk/biz/the-vault-london,"[{'title': 'Bars', 'url': 'https://yelp.co.uk/search?find_desc=Bars&find_loc=London'}]",4.0,26,££,https://s3-media0.fl.yelpcdn.com/bphoto/gbHUPQ3HlnkPWdYrjRtrNg/348s.jpg,https://yelp.co.uk/biz_photos/NyJNtMTRpSRYp81ObjAlgQ,442074078782.0,GB,['Shad Thames'],False,"Tower Bridge
Shad Thames
London SE1 2UP",,,,,
N3j5UgSVE-3hpX19BJD_JQ,the-roxy-london-2,The Roxy,http://www.theroxy.co.uk,51.5166039,-0.1329542,https://yelp.co.uk/biz/the-roxy-london-2,"[{'title': 'Bars', 'url': 'https://yelp.co.uk/search?find_desc=Bars&find_loc=London'}, {'title': 'Clubs', 'url': 'https://yelp.co.uk/search?find_desc=Clubs&find_loc=London'}, {'title': 'Music Venues', 'url': 'https://yelp.co.uk/search?find_desc=Music+Venues&find_loc=London'}]",2.8,72,££,https://s3-media0.fl.yelpcdn.com/bphoto/2-_udRXKiYfS4w3G9lxxsg/348s.jpg,https://yelp.co.uk/biz_photos/N3j5UgSVE-3hpX19BJD_JQ,442072551098.0,GB,['Fitzrovia'],False,"3-5 Rathbone Place
London W1T 1HJ",Simon D.,"Worked across London bars and restaurant for over a decade before joining the Roxy team.
2003 is the year, Simon started:)","[{'day_of_week': 'Mon', 'hours': ['10:00 PM - 3:00 AM (Next day)'], 'regular_hours': ['10:00 PM - 3:00 AM (Next day)']}, {'day_of_week': 'Tue', 'hours': ['5:00 PM - 3:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 3:00 AM (Next day)']}, {'day_of_week': 'Wed', 'hours': ['5:00 PM - 3:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 3:00 AM (Next day)']}, {'day_of_week': 'Thu', 'hours': ['5:00 PM - 3:00 AM (Next day)'], 'regular_hours': ['5:00 PM - 3:00 AM (Next day)']}, {'day_of_week': 'Fri', 'hours': ['5:00 PM - 3:30 AM (Next day)'], 'regular_hours': ['5:00 PM - 3:30 AM (Next day)']}, {'day_of_week': 'Sat', 'hours': ['5:00 PM - 3:30 AM (Next day)'], 'regular_hours': ['5:00 PM - 3:30 AM (Next day)']}, {'day_of_week': 'Sun', 'hours': ['Closed'], 'regular_hours': ['Closed']}]",https://www.theroxy.co.uk/the-bar,
