id,name,reviews,rating,price_range_usd,is_sponsored,latitude,longitude,has_delivery,is_premium,cuisines,reviews_per_rating,diets,dining_options
12527182,The Ivy City Garden,1248,4.0,$$ - $$$,False,51.51671,-0.082569,False,False,['British'],"{'1': 43, '2': 90, '3': 121, '4': 281, '5': 713}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Gift Cards Available']"
8802890,The Goat Tavern,198,4.5,$$ - $$$,False,51.508865,-0.141265,False,False,"['Bar', 'British', 'Pub']","{'1': 11, '2': 4, '3': 17, '4': 53, '5': 113}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Seating', 'Parking Available', 'Street Parking', 'Television', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Family style', 'Sports bars']"
32796367,Row On 5,8,5.0,$$$$,False,51.510605,-0.1397,False,False,['British'],"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 8}",[],[]
776287,The Ivy,7427,4.0,$$$$,False,51.512833,-0.128076,False,False,"['European', 'British']","{'1': 303, '2': 420, '3': 891, '4': 1803, '5': 4010}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Private Dining', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Accepts Credit Cards', 'Table Service']"
11856169,Bar Douro London Bridge,302,4.5,$$ - $$$,False,51.504406,-0.095385,False,False,['Portuguese'],"{'1': 8, '2': 12, '3': 18, '4': 76, '5': 188}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Full Bar', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
7345750,Sky Pod Bar,2506,4.5,$$ - $$$,False,51.511192,-0.083558,False,False,"['Bar', 'British']","{'1': 71, '2': 77, '3': 137, '4': 432, '5': 1788}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Live Music']"
28254969,Elaine's London,90,5.0,$$ - $$$,False,51.515995,-0.119731,False,False,['American'],"{'1': 0, '2': 0, '3': 1, '4': 9, '5': 81}",['Vegetarian friendly'],"['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Table Service']"
719681,Le Cafe du Marche,458,4.0,$$ - $$$,False,51.520596,-0.100708,False,False,"['French', 'European', 'Contemporary']","{'1': 10, '2': 21, '3': 40, '4': 166, '5': 221}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service', 'Live Music', 'Jazz Bar']"
13831655,Avanti Chiswick,140,4.5,$$ - $$$,True,51.496357,-0.255952,True,True,"['Italian', 'Mediterranean', 'European', 'Catalan']","{'1': 5, '2': 6, '3': 10, '4': 24, '5': 95}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Delivery', 'Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts Credit Cards', 'Table Service']"
13377811,The Piano Works - Covent Garden,479,4.0,$$ - $$$,False,51.51535,-0.122341,False,False,"['Bar', 'British', 'Fusion']","{'1': 73, '2': 35, '3': 43, '4': 47, '5': 281}",['Vegetarian friendly'],"['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Digital Payments', 'Accepts Credit Cards', 'Table Service', 'Live Music', 'Gift Cards Available']"
26318360,La Mia Mamma,525,4.0,$$ - $$$,False,51.486076,-0.172162,False,False,"['Italian', 'Mediterranean', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","{'1': 58, '2': 30, '3': 27, '4': 51, '5': 359}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Table Service']"
2011025,Bella Italia South Kensington,1178,4.0,$$ - $$$,False,51.49308,-0.176563,True,False,"['Italian', 'Pizza', 'Mediterranean', 'Healthy']","{'1': 75, '2': 59, '3': 114, '4': 201, '5': 729}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Table Service']"
10464803,Flat Iron Shoreditch,731,4.5,$$ - $$$,False,51.524963,-0.0804,False,False,"['Steakhouse', 'British']","{'1': 15, '2': 12, '3': 29, '4': 137, '5': 538}",['Gluten free options'],"['Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
5247729,Afternoon Tea At The Montague On The Gardens,300,4.5,$$ - $$$,False,51.520283,-0.125565,False,False,['Cafe'],"{'1': 4, '2': 14, '3': 18, '4': 64, '5': 200}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Live Music', 'Dog Friendly', 'Family style', 'Non-smoking restaurants']"
2430068,La Petite Auberge,649,4.5,$$ - $$$,False,51.53987,-0.1025,True,False,"['French', 'European']","{'1': 16, '2': 15, '3': 63, '4': 183, '5': 373}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
21166383,Cento Alla Torre,452,4.5,$$ - $$$,False,51.51018,-0.075285,False,False,"['Italian', 'Pizza']","{'1': 10, '2': 11, '3': 9, '4': 58, '5': 365}","['Vegetarian friendly', 'Vegan options']","['Delivery', 'Takeout', 'Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Non-smoking restaurants']"
20314320,"OXO Tower Restaurant, Bar and Brasserie",10091,4.5,$$$$,False,51.50845,-0.108266,False,False,"['Bar', 'European', 'British', 'Contemporary', 'Wine Bar']","{'1': 240, '2': 431, '3': 1120, '4': 2992, '5': 5309}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Gift Cards Available']"
1128067,Pierino,1411,4.5,$$ - $$$,False,51.49508,-0.173977,False,False,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Neapolitan', 'Campania', 'Tuscan', 'Sicilian', 'Central-Italian', 'Southern-Italian']","{'1': 48, '2': 44, '3': 121, '4': 464, '5': 734}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']"
13078857,Smoking Goat Shoreditch,420,4.0,$$ - $$$,False,51.524254,-0.076996,False,False,"['Asian', 'Thai']","{'1': 28, '2': 52, '3': 56, '4': 94, '5': 190}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Table Service']"
720192,Ognisko Restaurant,888,4.5,$$ - $$$,False,51.499077,-0.173974,False,False,['Polish'],"{'1': 23, '2': 23, '3': 56, '4': 220, '5': 566}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
7098149,Canada Water Cafe,658,4.5,$$ - $$$,False,51.49876,-0.049143,True,False,"['Italian', 'Pizza']","{'1': 30, '2': 35, '3': 49, '4': 120, '5': 424}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
23894841,Bar + Block Steakhouse London Hammersmith,273,4.5,$$ - $$$,False,51.493782,-0.223736,False,False,"['Steakhouse', 'Bar', 'British', 'Contemporary']","{'1': 18, '2': 12, '3': 11, '4': 28, '5': 204}",[],"['Reservations', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Table Service']"
23379261,The Cadogan Arms,109,4.0,$$ - $$$,False,51.486008,-0.17294,False,False,"['Bar', 'British', 'Pub']","{'1': 9, '2': 13, '3': 12, '4': 6, '5': 69}",[],"['Reservations', 'Private Dining', 'Seating', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']"
24106101,Uzumaki London,630,5.0,$$ - $$$,False,51.517544,-0.129239,False,False,"['Japanese', 'Asian', 'Healthy', 'Japanese Fusion']","{'1': 4, '2': 0, '3': 10, '4': 50, '5': 571}","['Vegetarian friendly', 'Vegan options']","['Reservations', 'Seating', 'Street Parking', 'Serves Alcohol', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Non-smoking restaurants']"
2507971,Greencoat Boy,350,4.5,$$ - $$$,True,51.496414,-0.135764,False,False,"['Bar', 'British', 'Pub']","{'1': 20, '2': 10, '3': 24, '4': 72, '5': 224}",[],"['Reservations', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Dog Friendly', 'Family style']"
6459347,Verdi - Italian Kitchen,1861,4.5,$$ - $$$,False,51.500748,-0.177405,False,False,"['Italian', 'Pizza', 'Sicilian', 'Southern-Italian']","{'1': 47, '2': 95, '3': 170, '4': 462, '5': 1087}","['Vegetarian friendly', 'Vegan options']","['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Live Music']"
28587612,Lucky Cat Bishopsgate By Gordon Ramsay,43,4.0,,False,51.514427,-0.082977,False,False,[],"{'1': 1, '2': 5, '3': 13, '4': 4, '5': 24}",[],"['Seating', 'Table Service']"
25152456,Chop Chop,429,5.0,$$ - $$$,False,51.51146,-0.128948,False,True,"['Chinese', 'Asian']","{'1': 5, '2': 1, '3': 4, '4': 21, '5': 398}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Digital Payments', 'Free Wifi', 'Table Service', 'Non-smoking restaurants']"
15613802,Comptoir Libanais London Bridge,454,4.5,$$ - $$$,False,51.504696,-0.083912,True,False,"['Lebanese', 'Mediterranean', 'Middle Eastern']","{'1': 29, '2': 20, '3': 25, '4': 49, '5': 331}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Delivery', 'Takeout', 'Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
8799555,The Bike Shed,754,4.5,$$ - $$$,False,51.527115,-0.078876,False,False,"['American', 'Bar', 'British']","{'1': 16, '2': 26, '3': 56, '4': 179, '5': 477}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Free off-street parking', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Mastercard', 'Visa', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
32769668,Buddha Taste,7,5.0,$$ - $$$,True,51.4676,0.007758,False,True,"['Chinese', 'Japanese', 'Korean', 'Fusion', 'Vietnamese']","{'1': 0, '2': 0, '3': 0, '4': 1, '5': 6}",[],"['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'BYOB', 'Dog Friendly', 'Family style', 'Non-smoking restaurants']"
734082,Il Bordello,1024,4.5,$$ - $$$,False,51.506615,-0.052638,True,False,"['Italian', 'Pizza', 'Mediterranean', 'European']","{'1': 48, '2': 43, '3': 72, '4': 220, '5': 641}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Seating', 'Street Parking', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Accepts Credit Cards', 'Table Service', 'Family style', 'Gift Cards Available']"
2087849,Riding House Fitzrovia,1563,4.0,$$ - $$$,False,51.518314,-0.140572,False,False,"['European', 'British']","{'1': 97, '2': 163, '3': 226, '4': 487, '5': 590}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Private Dining', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
8784793,The Ivy Kensington Brasserie,1914,4.0,$$ - $$$,False,51.501488,-0.192334,False,False,['British'],"{'1': 133, '2': 149, '3': 243, '4': 475, '5': 914}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Gift Cards Available']"
4912516,The Library at County Hall,1493,4.5,$$ - $$$,False,51.501575,-0.119523,False,True,"['Cafe', 'British']","{'1': 25, '2': 38, '3': 69, '4': 158, '5': 1203}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Private Dining', 'Seating', 'Parking Available', 'Valet Parking', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Gift Cards Available']"
10771430,Monmouth Kitchen,1958,4.5,$$ - $$$,False,51.514076,-0.127036,False,False,"['Italian', 'Peruvian', 'Mediterranean', 'European']","{'1': 30, '2': 41, '3': 92, '4': 302, '5': 1493}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Live Music']"
737357,The Portrait Restaurant By Richard Corrigan ,114,4.5,$$ - $$$,False,51.509224,-0.12759,False,False,"['European', 'British']","{'1': 3, '2': 4, '3': 11, '4': 20, '5': 76}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
2012801,The Ship - Wandsworth,572,4.0,$$ - $$$,False,51.463654,-0.188055,False,False,"['Bar', 'British', 'Pub', 'Gastropub']","{'1': 53, '2': 40, '3': 56, '4': 154, '5': 269}",['Vegetarian friendly'],"['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
8802687,Grounded,409,4.5,$$ - $$$,False,51.516373,-0.069304,False,False,"['Cafe', 'British', 'Healthy']","{'1': 21, '2': 12, '3': 13, '4': 76, '5': 287}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Seating', 'Wheelchair Accessible', 'Digital Payments', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']"
8803043,German Gymnasium Grand Café & Restaurant,3089,4.0,$$ - $$$,False,51.53242,-0.125268,False,False,"['German', 'Austrian', 'European', 'Contemporary', 'Central European']","{'1': 140, '2': 193, '3': 427, '4': 862, '5': 1468}","['Vegetarian friendly', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Gift Cards Available']"
1007175,St. John,1217,4.0,$$ - $$$,False,51.52047,-0.101481,False,False,"['European', 'British']","{'1': 61, '2': 97, '3': 154, '4': 324, '5': 581}",['Gluten free options'],"['Reservations', 'Private Dining', 'Seating', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']"
25948117,Faros Oxford Circus,211,5.0,$$ - $$$,True,51.516567,-0.140969,False,False,['Italian'],"{'1': 1, '2': 1, '3': 3, '4': 12, '5': 194}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Street Parking', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Family style', 'Non-smoking restaurants']"
14766290,Barge East Restaurant,865,4.5,$$ - $$$,False,51.542187,-0.021024,False,False,['British'],"{'1': 23, '2': 16, '3': 27, '4': 58, '5': 741}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts Credit Cards', 'Table Service', 'Live Music', 'Waterfront', 'Dog Friendly', 'Gift Cards Available']"
2570383,Cafe In The Crypt,2461,4.0,$,False,51.509037,-0.126735,False,False,"['Cafe', 'British', 'Grill', 'Gastropub']","{'1': 78, '2': 115, '3': 312, '4': 1074, '5': 882}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Buffet', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Wine and Beer', 'Mastercard', 'Visa', 'Free Wifi', 'Accepts Credit Cards', 'Live Music', 'Jazz Bar']"
23583991,Luciano By Gino D'Acampo,615,4.0,$$ - $$$,False,51.512157,-0.11859,False,False,"['Italian', 'Steakhouse', 'Contemporary', 'Neapolitan', 'Campania', 'Sicilian', 'Southern-Italian']","{'1': 69, '2': 60, '3': 82, '4': 53, '5': 351}",['Gluten free options'],"['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Non-smoking restaurants', 'Gift Cards Available']"
2158627,The Blackfriar,1491,4.0,$$ - $$$,False,51.51213,-0.10371,False,False,"['Bar', 'British', 'Pub']","{'1': 62, '2': 50, '3': 119, '4': 546, '5': 714}",['Vegetarian friendly'],"['Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service', 'Gift Cards Available']"
7744413,Darwin Brasserie,8460,4.5,$$ - $$$,False,51.511185,-0.083557,False,False,"['European', 'British']","{'1': 232, '2': 333, '3': 662, '4': 1730, '5': 5506}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service', 'Live Music']"
28506004,Kitty Hawk Rooftop Bar & Restaurant,39,5.0,$$ - $$$,False,51.509315,-0.126847,False,False,['British'],"{'1': 0, '2': 1, '3': 1, '4': 0, '5': 37}",[],"['Reservations', 'Outdoor Seating', 'Private Dining', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Free Wifi', 'Discover', 'Accepts Credit Cards', 'Table Service', 'Family style', 'Non-smoking restaurants']"
7595256,Fenchurch Restaurant,1695,4.5,$$$$,False,51.511215,-0.08355,True,False,"['European', 'British']","{'1': 76, '2': 88, '3': 161, '4': 349, '5': 1021}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Private Dining', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service', 'Live Music']"
24911719,The Print House at Jim & Tonic East,107,4.0,$$ - $$$,False,51.53238,-0.008933,False,False,"['Pizza', 'Cafe', 'European']","{'1': 13, '2': 12, '3': 5, '4': 15, '5': 62}",[],"['Reservations', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Free Wifi', 'Table Service', 'Live Music', 'Dog Friendly']"
3407421,"The Red Lion, Parliament Street",1673,4.0,$$ - $$$,False,51.502056,-0.125642,False,False,"['Bar', 'British', 'Pub', 'Gastropub']","{'1': 118, '2': 48, '3': 179, '4': 664, '5': 664}",['Vegetarian friendly'],"['Reservations', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Digital Payments', 'Free Wifi', 'Discover', 'Accepts Credit Cards', 'Table Service']"
10441937,Delamina EAST,465,4.5,$$ - $$$,False,51.52119,-0.07554,True,False,"['Mediterranean', 'Healthy', 'Middle Eastern', 'Israeli']","{'1': 7, '2': 9, '3': 22, '4': 93, '5': 334}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Takeout', 'Reservations', 'Private Dining', 'Seating', 'Street Parking', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'American Express', 'Mastercard', 'Visa', 'Digital Payments', 'Free Wifi', 'Discover', 'Accepts Credit Cards', 'Table Service']"
734246,El Pirata of Mayfair,1066,4.5,$$ - $$$,False,51.505146,-0.148217,True,False,"['Mediterranean', 'European', 'Spanish']","{'1': 28, '2': 37, '3': 100, '4': 351, '5': 550}","['Vegetarian friendly', 'Vegan options', 'Gluten free options']","['Reservations', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Full Bar', 'Mastercard', 'Visa', 'Accepts Credit Cards', 'Table Service']"
21270387,Fallow St James's,506,4.0,$$ - $$$,False,51.50941,-0.132784,False,False,['British'],"{'1': 33, '2': 38, '3': 54, '4': 66, '5': 316}","['Vegetarian friendly', 'Gluten free options']","['Reservations', 'Seating', 'Serves Alcohol', 'Full Bar', 'Accepts Credit Cards', 'Table Service']"
